check_key,trigger_type,trigger_key,biomarker_name,weight,max_priority_tier,is_blood_marker,is_screening,reason_template
preventive_screening_germany,age,age|24|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 24."
preventive_screening_germany,age,age|25|,Pap Smear,5,core_now,0,1,"Based on German health guidelines, a Pap Smear is recommended at age 25."
preventive_screening_germany,age,age|25|,Genital Exam,5,core_now,0,1,"Based on German health guidelines, a Genital Exam is recommended at age 25."
preventive_screening_germany,age,age|25|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 25."
preventive_screening_germany,family_history,family_history|BRCA1/2 Mutation|,Annual Breast MRI/US (High Risk),9,core_now,0,1,Your family history of 'BRCA1/2 Mutation' makes this Annual Breast MRI/US (High Risk) a high priority for early detection.
preventive_screening_germany,age,age|26|,Pap Smear,5,core_now,0,1,"Based on German health guidelines, a Pap Smear is recommended at age 26."
preventive_screening_germany,age,age|26|,Genital Exam,5,core_now,0,1,"Based on German health guidelines, a Genital Exam is recommended at age 26."
preventive_screening_germany,age,age|26|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 26."
preventive_screening_germany,age,age|27|,Pap Smear,5,core_now,0,1,"Based on German health guidelines, a Pap Smear is recommended at age 27."
preventive_screening_germany,age,age|27|,Genital Exam,5,core_now,0,1,"Based on German health guidelines, a Genital Exam is recommended at age 27."
preventive_screening_germany,age,age|27|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 27."
preventive_screening_germany,age,age|28|,Pap Smear,5,core_now,0,1,"Based on German health guidelines, a Pap Smear is recommended at age 28."
preventive_screening_germany,age,age|28|,Genital Exam,5,core_now,0,1,"Based on German health guidelines, a Genital Exam is recommended at age 28."
preventive_screening_germany,age,age|28|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 28."
preventive_screening_germany,age,age|29|,Pap Smear,5,core_now,0,1,"Based on German health guidelines, a Pap Smear is recommended at age 29."
preventive_screening_germany,age,age|29|,Genital Exam,5,core_now,0,1,"Based on German health guidelines, a Genital Exam is recommended at age 29."
preventive_screening_germany,age,age|29|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 29."
preventive_screening_germany,age,age|30|,Pap,5,core_now,0,1,"Based on German health guidelines, a Pap is recommended at age 30."
preventive_screening_germany,age,age|30|,Breast Palpation,5,core_now,0,1,"Based on German health guidelines, a Breast Palpation is recommended at age 30."
preventive_screening_germany,age,age|30|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 30."
preventive_screening_germany,family_history,family_history|1st-deg relative Breast Cancer|,Breast Ultrasound,9,core_now,0,1,Your family history of '1st-deg relative Breast Cancer' makes this Breast Ultrasound a high priority for early detection.
preventive_screening_germany,age,age|31|,Pap,5,core_now,0,1,"Based on German health guidelines, a Pap is recommended at age 31."
preventive_screening_germany,age,age|31|,Breast Palpation,5,core_now,0,1,"Based on German health guidelines, a Breast Palpation is recommended at age 31."
preventive_screening_germany,age,age|31|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 31."
preventive_screening_germany,age,age|32|,Pap,5,core_now,0,1,"Based on German health guidelines, a Pap is recommended at age 32."
preventive_screening_germany,age,age|32|,Breast Palpation,5,core_now,0,1,"Based on German health guidelines, a Breast Palpation is recommended at age 32."
preventive_screening_germany,age,age|32|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 32."
preventive_screening_germany,age,age|33|,Pap,5,core_now,0,1,"Based on German health guidelines, a Pap is recommended at age 33."
preventive_screening_germany,age,age|33|,Breast Palpation,5,core_now,0,1,"Based on German health guidelines, a Breast Palpation is recommended at age 33."
preventive_screening_germany,age,age|33|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 33."
preventive_screening_germany,age,age|34|,Pap,5,core_now,0,1,"Based on German health guidelines, a Pap is recommended at age 34."
preventive_screening_germany,age,age|34|,Breast Palpation,5,core_now,0,1,"Based on German health guidelines, a Breast Palpation is recommended at age 34."
preventive_screening_germany,age,age|34|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 34."
preventive_screening_germany,age,age|35|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 35."
preventive_screening_germany,age,age|35|,HPV+Pap,5,core_now,0,1,"Based on German health guidelines, a HPV+Pap is recommended at age 35."
preventive_screening_germany,age,age|35|,Physical,5,core_now,0,1,"Based on German health guidelines, a Physical is recommended at age 35."
preventive_screening_germany,age,age|35|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 35."
preventive_screening_germany,family_history,family_history|Melanoma history|,Annual Skin Check,9,core_now,0,1,Your family history of 'Melanoma history' makes this Annual Skin Check a high priority for early detection.
preventive_screening_germany,age,age|36|,Breast Palpation,5,core_now,0,1,"Based on German health guidelines, a Breast Palpation is recommended at age 36."
preventive_screening_germany,age,age|36|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 36."
preventive_screening_germany,age,age|37|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 37."
preventive_screening_germany,age,age|37|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 37."
preventive_screening_germany,age,age|37|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 37."
preventive_screening_germany,age,age|38|,HPV+Pap,5,core_now,0,1,"Based on German health guidelines, a HPV+Pap is recommended at age 38."
preventive_screening_germany,age,age|38|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 38."
preventive_screening_germany,age,age|38|,Physical,5,core_now,0,1,"Based on German health guidelines, a Physical is recommended at age 38."
preventive_screening_germany,age,age|38|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 38."
preventive_screening_germany,age,age|39|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 39."
preventive_screening_germany,age,age|39|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 39."
preventive_screening_germany,age,age|39|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 39."
preventive_screening_germany,age,age|40|,Breast Palpation,5,core_now,0,1,"Based on German health guidelines, a Breast Palpation is recommended at age 40."
preventive_screening_germany,age,age|40|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 40."
preventive_screening_germany,family_history,family_history|1st-deg relative Colon Cancer|,Start Colonoscopy 10y prior,9,core_now,0,1,Your family history of '1st-deg relative Colon Cancer' makes this Start Colonoscopy 10y prior a high priority for early detection.
preventive_screening_germany,age,age|41|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 41."
preventive_screening_germany,age,age|41|,HPV+Pap,5,core_now,0,1,"Based on German health guidelines, a HPV+Pap is recommended at age 41."
preventive_screening_germany,age,age|41|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 41."
preventive_screening_germany,age,age|41|,Physical,5,core_now,0,1,"Based on German health guidelines, a Physical is recommended at age 41."
preventive_screening_germany,age,age|42|,Breast Palpation,5,core_now,0,1,"Based on German health guidelines, a Breast Palpation is recommended at age 42."
preventive_screening_germany,age,age|42|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 42."
preventive_screening_germany,age,age|43|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 43."
preventive_screening_germany,age,age|43|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 43."
preventive_screening_germany,age,age|43|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 43."
preventive_screening_germany,age,age|44|,HPV+Pap,5,core_now,0,1,"Based on German health guidelines, a HPV+Pap is recommended at age 44."
preventive_screening_germany,age,age|44|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 44."
preventive_screening_germany,age,age|44|,Physical,5,core_now,0,1,"Based on German health guidelines, a Physical is recommended at age 44."
preventive_screening_germany,age,age|44|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 44."
preventive_screening_germany,age,age|45|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 45."
preventive_screening_germany,age,age|45|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 45."
preventive_screening_germany,age,age|45|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 45."
preventive_screening_germany,age,age|46|,Breast Palpation,5,core_now,0,1,"Based on German health guidelines, a Breast Palpation is recommended at age 46."
preventive_screening_germany,age,age|46|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 46."
preventive_screening_germany,age,age|47|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 47."
preventive_screening_germany,age,age|47|,HPV+Pap,5,core_now,0,1,"Based on German health guidelines, a HPV+Pap is recommended at age 47."
preventive_screening_germany,age,age|47|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 47."
preventive_screening_germany,age,age|47|,Physical,5,core_now,0,1,"Based on German health guidelines, a Physical is recommended at age 47."
preventive_screening_germany,age,age|48|,Breast Palpation,5,core_now,0,1,"Based on German health guidelines, a Breast Palpation is recommended at age 48."
preventive_screening_germany,age,age|48|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 48."
preventive_screening_germany,age,age|49|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 49."
preventive_screening_germany,age,age|49|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 49."
preventive_screening_germany,age,age|49|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 49."
preventive_screening_germany,age,age|50|,Mammography,5,core_now,0,1,"Based on German health guidelines, a Mammography is recommended at age 50."
preventive_screening_germany,age,age|50|,Stool Test,5,core_now,0,1,"Based on German health guidelines, a Stool Test is recommended at age 50."
preventive_screening_germany,age,age|50|,HPV+Pap,5,core_now,0,1,"Based on German health guidelines, a HPV+Pap is recommended at age 50."
preventive_screening_germany,age,age|50|,Phys.,5,core_now,0,1,"Based on German health guidelines, a Phys. is recommended at age 50."
preventive_screening_germany,family_history,family_history|Colon Polyps history|,Yearly Colonoscopy,9,core_now,0,1,Your family history of 'Colon Polyps history' makes this Yearly Colonoscopy a high priority for early detection.
preventive_screening_germany,age,age|51|,Stool Test,5,core_now,0,1,"Based on German health guidelines, a Stool Test is recommended at age 51."
preventive_screening_germany,age,age|51|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 51."
preventive_screening_germany,age,age|51|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 51."
preventive_screening_germany,age,age|52|,Mammography,5,core_now,0,1,"Based on German health guidelines, a Mammography is recommended at age 52."
preventive_screening_germany,age,age|52|,Stool Test,5,core_now,0,1,"Based on German health guidelines, a Stool Test is recommended at age 52."
preventive_screening_germany,age,age|52|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 52."
preventive_screening_germany,age,age|53|,Stool Test,5,core_now,0,1,"Based on German health guidelines, a Stool Test is recommended at age 53."
preventive_screening_germany,age,age|53|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 53."
preventive_screening_germany,age,age|53|,HPV+Pap,5,core_now,0,1,"Based on German health guidelines, a HPV+Pap is recommended at age 53."
preventive_screening_germany,age,age|53|,Phys.,5,core_now,0,1,"Based on German health guidelines, a Phys. is recommended at age 53."
preventive_screening_germany,age,age|54|,Mammography,5,core_now,0,1,"Based on German health guidelines, a Mammography is recommended at age 54."
preventive_screening_germany,age,age|54|,Stool Test,5,core_now,0,1,"Based on German health guidelines, a Stool Test is recommended at age 54."
preventive_screening_germany,age,age|54|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 54."
preventive_screening_germany,age,age|55|,Colonoscopy,5,core_now,0,1,"Based on German health guidelines, a Colonoscopy is recommended at age 55."
preventive_screening_germany,age,age|55|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 55."
preventive_screening_germany,age,age|55|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 55."
preventive_screening_germany,family_history,family_history|Chronic Bowel Disease|,Biopsy,9,core_now,0,1,Your family history of 'Chronic Bowel Disease' makes this Biopsy a high priority for early detection.
preventive_screening_germany,age,age|56|,Mammography,5,core_now,0,1,"Based on German health guidelines, a Mammography is recommended at age 56."
preventive_screening_germany,age,age|56|,HPV+Pap,5,core_now,0,1,"Based on German health guidelines, a HPV+Pap is recommended at age 56."
preventive_screening_germany,age,age|56|,Phys.,5,core_now,0,1,"Based on German health guidelines, a Phys. is recommended at age 56."
preventive_screening_germany,age,age|56|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 56."
preventive_screening_germany,age,age|57|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 57."
preventive_screening_germany,age,age|57|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 57."
preventive_screening_germany,age,age|57|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 57."
preventive_screening_germany,age,age|58|,Mammography,5,core_now,0,1,"Based on German health guidelines, a Mammography is recommended at age 58."
preventive_screening_germany,age,age|58|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 58."
preventive_screening_germany,age,age|58|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 58."
preventive_screening_germany,age,age|59|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 59."
preventive_screening_germany,age,age|59|,HPV+Pap,5,core_now,0,1,"Based on German health guidelines, a HPV+Pap is recommended at age 59."
preventive_screening_germany,age,age|59|,Phys.,5,core_now,0,1,"Based on German health guidelines, a Phys. is recommended at age 59."
preventive_screening_germany,age,age|59|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 59."
preventive_screening_germany,age,age|60|,Mammography,5,core_now,0,1,"Based on German health guidelines, a Mammography is recommended at age 60."
preventive_screening_germany,age,age|60|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 60."
preventive_screening_germany,age,age|60|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 60."
preventive_screening_germany,age,age|61|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 61."
preventive_screening_germany,age,age|61|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 61."
preventive_screening_germany,age,age|61|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 61."
preventive_screening_germany,age,age|62|,Mammography,5,core_now,0,1,"Based on German health guidelines, a Mammography is recommended at age 62."
preventive_screening_germany,age,age|62|,HPV+Pap,5,core_now,0,1,"Based on German health guidelines, a HPV+Pap is recommended at age 62."
preventive_screening_germany,age,age|62|,Phys.,5,core_now,0,1,"Based on German health guidelines, a Phys. is recommended at age 62."
preventive_screening_germany,age,age|62|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 62."
preventive_screening_germany,age,age|63|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 63."
preventive_screening_germany,age,age|63|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 63."
preventive_screening_germany,age,age|63|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 63."
preventive_screening_germany,age,age|64|,Mammography,5,core_now,0,1,"Based on German health guidelines, a Mammography is recommended at age 64."
preventive_screening_germany,age,age|64|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 64."
preventive_screening_germany,age,age|64|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 64."
preventive_screening_germany,age,age|65|,Colonoscopy (2nd),5,core_now,0,1,"Based on German health guidelines, a Colonoscopy (2nd) is recommended at age 65."
preventive_screening_germany,age,age|65|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 65."
preventive_screening_germany,age,age|65|,HPV+Pap,5,core_now,0,1,"Based on German health guidelines, a HPV+Pap is recommended at age 65."
preventive_screening_germany,age,age|65|,Phys.,5,core_now,0,1,"Based on German health guidelines, a Phys. is recommended at age 65."
preventive_screening_germany,age,age|66|,Mammography,5,core_now,0,1,"Based on German health guidelines, a Mammography is recommended at age 66."
preventive_screening_germany,age,age|66|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 66."
preventive_screening_germany,age,age|66|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 66."
preventive_screening_germany,age,age|67|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 67."
preventive_screening_germany,age,age|67|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 67."
preventive_screening_germany,age,age|67|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 67."
preventive_screening_germany,age,age|68|,Mammography,5,core_now,0,1,"Based on German health guidelines, a Mammography is recommended at age 68."
preventive_screening_germany,age,age|68|,HPV+Pap,5,core_now,0,1,"Based on German health guidelines, a HPV+Pap is recommended at age 68."
preventive_screening_germany,age,age|68|,Phys.,5,core_now,0,1,"Based on German health guidelines, a Phys. is recommended at age 68."
preventive_screening_germany,age,age|68|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 68."
preventive_screening_germany,age,age|69|,Skin Check,5,core_now,0,1,"Based on German health guidelines, a Skin Check is recommended at age 69."
preventive_screening_germany,age,age|69|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 69."
preventive_screening_germany,age,age|69|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 69."
preventive_screening_germany,age,age|70|,Mammography,5,core_now,0,1,"Based on German health guidelines, a Mammography is recommended at age 70."
preventive_screening_germany,age,age|70|,Palpation,5,core_now,0,1,"Based on German health guidelines, a Palpation is recommended at age 70."
preventive_screening_germany,age,age|70|,Dental,5,core_now,0,1,"Based on German health guidelines, a Dental is recommended at age 70."
